Time,X(CH1),X(CH2),
Second,Volt,Volt,
-5.4023438e+00,-0.00000e+00,-3.99995e-02,
-5.4008789e+00,-0.00000e+00,-3.99995e-02,
-5.3994141e+00,-0.00000e+00,-3.99995e-02,
-5.3979492e+00,-0.00000e+00,-3.99995e-02,
-5.3964844e+00,-0.00000e+00,-3.99995e-02,
-5.3950195e+00,-0.00000e+00,4.76837e-07,
-5.3935547e+00,4.00000e-02,-3.99995e-02,
-5.3920898e+00,-0.00000e+00,-3.99995e-02,
-5.3906250e+00,-4.00000e-02,-3.99995e-02,
-5.3891602e+00,4.00000e-02,-3.99995e-02,
-5.3876953e+00,-0.00000e+00,-3.99995e-02,
-5.3862305e+00,-0.00000e+00,-3.99995e-02,
-5.3847656e+00,-0.00000e+00,-3.99995e-02,
-5.3833008e+00,-0.00000e+00,-3.99995e-02,
-5.3818359e+00,-0.00000e+00,-3.99995e-02,
-5.3803711e+00,-0.00000e+00,-3.99995e-02,
-5.3789063e+00,-0.00000e+00,-3.99995e-02,
-5.3774414e+00,-0.00000e+00,-3.99995e-02,
-5.3759766e+00,-0.00000e+00,-3.99995e-02,
-5.3745117e+00,-0.00000e+00,-3.99995e-02,
-5.3730469e+00,-0.00000e+00,-3.99995e-02,
-5.3715820e+00,-0.00000e+00,-3.99995e-02,
-5.3701172e+00,-0.00000e+00,-3.99995e-02,
-5.3686523e+00,-0.00000e+00,-3.99995e-02,
-5.3671875e+00,-0.00000e+00,-3.99995e-02,
-5.3657227e+00,-0.00000e+00,-3.99995e-02,
-5.3642578e+00,-0.00000e+00,-3.99995e-02,
-5.3627930e+00,-0.00000e+00,-3.99995e-02,
-5.3613281e+00,4.00000e-02,-3.99995e-02,
-5.3598633e+00,-0.00000e+00,-3.99995e-02,
-5.3583984e+00,-0.00000e+00,-3.99995e-02,
-5.3569336e+00,4.00000e-02,-3.99995e-02,
-5.3554688e+00,-0.00000e+00,-3.99995e-02,
-5.3540039e+00,-0.00000e+00,-3.99995e-02,
-5.3525391e+00,-0.00000e+00,-3.99995e-02,
-5.3510742e+00,-0.00000e+00,-3.99995e-02,
-5.3496094e+00,-0.00000e+00,-3.99995e-02,
